1,-51,1676934276
1,-50,1676934277
1,-54,1676935151
1,-54,1676935152
1,-47,1676935588
1,-47,1676935589
1,-54,1676936028
1,-54,1676936030
1,-49,1676936469
1,-49,1676936471
1,-55,1676936906
1,-55,1676936908
1,-51,1676937770
1,-51,1676937772
1,-43,1676938199
1,-43,1676938200
1,-54,1676938639
1,-47,1676939073
1,-40,1676939499
1,-40,1676939501
1,-39,1676939940
1,-44,1676940370
1,-54,1676940804
1,-54,1676940805
1,-45,1676941230
1,-46,1676941232
1,-51,1676941672
1,-51,1676941673
1,-67,1676942546
1,-66,1676942548
1,-59,1676942982
1,-59,1676942983
1,-53,1676943420
1,-53,1676943423
1,-55,1676943861
1,-55,1676943863
1,-61,1676944298
1,-61,1676944299
1,-57,1676945182
1,-57,1676945184
1,-58,1676946059
1,-58,1676946061
1,-60,1676946500
1,-59,1676946501
1,-61,1676946943
1,-61,1676946945
1,-55,1676947374
1,-55,1676947376
1,-61,1676948242
1,-56,1676948664
1,-55,1676949093
1,-56,1676949094
1,-48,1676949517
1,-55,1676949945
1,-54,1676950376
1,-57,1676950814
1,-56,1676952126
1,-57,1676952127
1,-48,1676952562
1,-48,1676952563
1,-48,1676953006
1,-57,1676953434
1,-57,1676953436
1,-57,1676953869
1,-57,1676953871
1,-51,1676954732
1,-51,1676954733
1,-51,1676955164
1,-51,1676955165
1,-50,1676955608
1,-50,1676955609
1,-57,1676956034
1,-57,1676956035
1,-47,1676956457
1,-47,1676956460
1,-58,1676957318
1,-51,1676957749
1,-61,1676959498
1,-61,1676959499
1,-51,1676959938
1,-51,1676959940
1,-48,1676960378
1,-48,1676960379
1,-50,1676960815
1,-50,1676960816
1,-47,1676961256
1,-48,1676962992
1,-55,1676963432
1,-47,1676964305
1,-49,1676964307
1,-54,1676964735
1,-54,1676964736
1,-48,1676965609
1,-48,1676965610
1,-49,1676966041
1,-50,1676966042
1,-55,1676967356
1,-48,1676967791
1,-48,1676968226
1,-48,1676968227
1,-56,1676968668
1,-54,1676969111
1,-54,1676969113
1,-49,1676969551
1,-49,1676969553
1,-47,1676970426
1,-46,1676970427
1,-51,1676970852
1,-51,1676970853
1,-57,1676971287
1,-47,1676971715
1,-49,1676971716
1,-47,1676972145
1,-47,1676972147
1,-55,1676972574
1,-55,1676973454
1,-55,1676974321
1,-56,1676974322
1,-55,1676974755
1,-58,1676975187
1,-61,1676975630
1,-61,1676975632
1,-49,1676976054
1,-47,1676976489
1,-58,1676977783
1,-48,1676978220
1,-52,1676978647
1,-52,1676978648
1,-48,1676979076
1,-48,1676979077
1,-47,1676979509
1,-46,1676979510
1,-57,1676980384
1,-57,1676980385
1,-52,1676980812
1,-52,1676980813
1,-54,1676981243
1,-54,1676981246
1,-48,1676981686
1,-47,1676982121
1,-47,1676982122
1,-51,1676982554
1,-51,1676982556
1,-52,1676983423
1,-52,1676983424
1,-47,1676983862
1,-51,1676984304
1,-51,1676984306
1,-58,1676984740
1,-58,1676984742
1,-58,1676985173
1,-52,1676985614
1,-52,1676985616
1,-58,1676986041
1,-57,1676986903
1,-57,1676986904
1,-56,1676988192
1,-56,1676988193
1,-52,1676988634
1,-52,1676988635
1,-47,1676989074
1,-47,1676989075
1,-55,1676989502
1,-56,1676989504
1,-48,1676989940
1,-57,1676990372
1,-59,1676990816
1,-59,1676990817
1,-53,1676991245
1,-59,1676992114
1,-59,1676992116
1,-58,1676992977
1,-59,1676992978
1,-47,1676993415
1,-47,1676993416
1,-47,1676993845
1,-47,1676993847
1,-59,1676994287
1,-59,1676994288
1,-53,1676994730
1,-53,1676994731
1,-58,1676995167
1,-59,1676995169
1,-47,1676995602
1,-47,1676995603
1,-53,1676996030
1,-53,1676996032
1,-58,1676996465
1,-59,1676996467
1,-53,1676996893
1,-53,1676996895
1,-54,1676997774
1,-54,1676997775
1,-47,1676998199
1,-47,1676998200
1,-53,1676998639
1,-53,1676998640
1,-47,1676999064
1,-47,1676999499
1,-47,1676999500
1,-47,1676999933
1,-47,1676999934
1,-58,1677000362
1,-58,1677000363
1,-58,1677001241
1,-59,1677001242
1,-53,1677001671
1,-53,1677001673
1,-47,1677002113
1,-47,1677002114
1,-52,1677002549
1,-47,1677002975
1,-53,1677003415
1,-58,1677003416
1,-59,1677003850
1,-53,1677004712
1,-53,1677005147
1,-53,1677005581
1,-51,1677006007
1,-52,1677006444
1,-52,1677006886
1,-52,1677007323
1,-63,1677008199
1,-60,1677008627
1,-63,1677009486
1,-58,1677009919
1,-87,1677011222
1,-66,1677011650
1,-62,1677012084
0,-65,1677012963
0,-74,1677013406
0,-73,1677013836
0,-66,1677014711
0,-71,1677015143
0,-70,1677015583
0,-70,1677015584
0,-72,1677016016
0,-73,1677016449
0,-73,1677016451
0,-65,1677016876
0,-65,1677016877
0,-71,1677017314
0,-71,1677017316
0,-69,1677017742
0,-69,1677017743
0,-70,1677018182
0,-70,1677018183
0,-63,1677018621
0,-63,1677018622
0,-67,1677019049
0,-67,1677019050
0,-69,1677019477
0,-70,1677019478
0,-63,1677021217
0,-69,1677021218
0,-69,1677021220
0,-63,1677021646
0,-63,1677022080
0,-63,1677022082
0,-63,1677022514
0,-63,1677022515
0,-69,1677022953
0,-70,1677022954
0,-69,1677024250
0,-70,1677024251
0,-69,1677024687
0,-69,1677024688
0,-65,1677025125
0,-80,1677025552
0,-73,1677026416
0,-73,1677026852
0,-73,1677026854
0,-82,1677027287
0,-81,1677027289
0,-69,1677027716
0,-69,1677027718
0,-66,1677028155
0,-66,1677028156
0,-67,1677028596
